bertentangan	-1.3	0.78102	[-2, -1, -1, 0, -2, 0, -1, -2, -2, -2]
bertentangan	-1	0.63246	[-1, -1, -2, 0, -1, -1, 0, -1, -1, -2]
bertentangan	-1.3	0.45826	[-1, -1, -1, -1, -2, -1, -2, -1, -1, -2]
bertentangan	-1.3	0.9	[-2, -2, -2, -1, -2, -1, 1, -1, -1, -2]
kontradiksi	-1	0.89443	[-1, 0, 0, -1, 0, -3, -2, -1, -1, -1]
kontradiksi	-1.3	0.78102	[0, -2, -1, -2, -1, -2, -1, 0, -2, -2]
yg suka berdebat	-1.9	1.04403	[-2, -3, 0, -3, -3, -1, -2, -1, -1, -3]
lawan	-1	0.63246	[-1, -1, -1, -2, -1, -2, 0, 0, -1, -1]
kontradiksi	-0.5	1.11803	[-1, 0, -1, -2, 2, 1, -1, -1, -1, -1]
secara kontradiktif	-0.9	1.3	[0, -1, -1, -1, -3, -1, 1, 1, -3, -1]
kontradiksi	-1.4	0.4899	[-2, -1, -1, -1, -2, -1, -1, -2, -2, -1]
kontradiktif	-1.6	0.66332	[-1, -2, -1, -2, -1, -1, -3, -1, -2, -2]
kontradiktif	-1.4	0.4899	[-1, -2, -1, -2, -1, -1, -1, -1, -2, -2]
bertentangan	-1.4	0.66332	[-1, -2, -1, -2, -2, -2, 0, -1, -1, -2]
kontroversial	-0.8	0.87178	[0, 0, -1, 1, -2, -1, -1, -1, -1, -2]
secara kontroversial	-1.1	1.04403	[0, -1, -1, -2, -1, -2, -1, 1, -3, -1]
meyakinkan	1	0.89443	[-1, 2, 2, 1, 1, 0, 1, 1, 2, 1]
yakin	1.7	0.64031	[2, 1, 1, 2, 1, 2, 2, 2, 1, 3]
meyakinkan	0.6	0.66332	[2, 0, 1, 0, 1, 1, 0, 0, 0, 1]
meyakinkan	0.3	0.64031	[0, 0, 0, 0, 0, 1, 0, 0, 0, 2]
meyakinkan	0.7	0.78102	[1, 0, 2, 0, 1, 0, 0, 0, 1, 2]
meyakinkan	1.7	0.9	[2, 2, 0, 3, 3, 1, 1, 2, 2, 1]
dengan meyakinkan	1.6	0.66332	[3, 2, 1, 1, 1, 2, 2, 1, 2, 1]
meyakinkan	0.7	1.34536	[0, 0, 0, 1, -2, 2, 0, 3, 1, 2]
ramah	1.2	1.16619	[1, 2, -2, 2, 1, 2, 2, 1, 2, 1]
Dingin	1.3	0.64031	[1, 1, 2, 1, 1, 1, 2, 2, 2, 0]
bersudut	-1.1	0.83066	[-1, -1, -3, -1, 0, -1, 0, -1, -2, -1]
mayat	-2.7	1.18743	[-3, -4, 0, -4, -3, -3, -3, -1, -3, -3]
mahal	-0.4	1.0198	[-1, 0, -1, -1, 2, -1, -1, 1, -1, -1]
keberanian	2.2	0.74833	[2, 3, 1, 2, 3, 2, 3, 3, 1, 2]
berani	2.4	0.4899	[2, 3, 3, 3, 3, 2, 2, 2, 2, 2]
dengan berani	2.3	0.78102	[3, 3, 3, 1, 3, 3, 2, 2, 2, 1]
keberanian	2.1	0.7	[3, 3, 1, 2, 1, 2, 2, 2, 3, 2]
sopan	2.3	0.45826	[2, 2, 2, 3, 3, 2, 3, 2, 2, 2]
kesopanan	1.5	0.67082	[1, 1, 2, 3, 1, 2, 1, 1, 2, 1]
menutup-nutupi	-1.2	1.16619	[-1, -1, -4, -1, 0, 0, -2, 0, -1, -2]
pengecut	-2	0.63246	[-3, -3, -1, -2, -2, -1, -2, -2, -2, -2]
pengecut	-1.6	0.8	[-1, -1, -1, -3, -1, -2, -3, -2, -1, -1]
kenyamanan	1.5	1.11803	[2, 3, 1, 3, 1, 2, 2, -1, 1, 1]
kejang	-0.8	1.66132	[0, -1, -1, -3, -3, 1, -2, 1, -2, 2]
omong kosong	-1.6	0.66332	[-1, -1, -2, -2, -1, -2, -3, -1, -1, -2]
jelek	-2.6	0.8	[-1, -3, -3, -2, -3, -4, -2, -2, -3, -3]
menabrak	-1.7	1.18743	[-2, -3, -2, -1, -2, 0, 0, -1, -4, -2]
menggila	-0.6	1.49666	[0, -3, -1, -1, -2, 0, 0, -1, 3, -1]
gila	-0.5	2.24722	[-2, -1, 3, -3, -3, 1, 1, -1, 3, -3]
gila	0.2	1.6	[-2, -1, 3, -1, -1, 1, 2, 0, 2, -1]
lebih gila	-0.1	1.7	[2, -2, -2, 0, -1, 1, 3, 1, -1, -2]
paling gila	-0.2	2.13542	[2, -2, -3, 3, -2, 0, 2, 2, -2, -2]
dengan gila-gilaan	-1.5	0.67082	[-2, -1, -1, -2, -1, -3, -2, -1, -1, -1]
kegilaan	-1.6	0.66332	[-2, 0, -2, -1, -2, -1, -2, -2, -2, -2]
kegilaan	-1	1.48324	[1, -2, -2, 2, -1, 0, -2, -1, -3, -2]
menggila	-0.5	0.80623	[0, 0, 0, 0, -2, -1, -2, 0, 0, 0]
gila	-1.4	1.35647	[-2, -1, -1, -2, -3, -2, -3, -1, 2, -1]
rumput gila	0.8	0.9798	[2, 0, 0, 0, 0, 2, 2, 0, 2, 0]
membuat	1.1	1.13578	[1, 1, 1, 2, 3, 0, 0, 0, 3, 0]
dibuat	1	0.7746	[2, 0, 0, 1, 1, 2, 0, 1, 1, 2]
menciptakan	1.1	0.83066	[2, 0, 0, 1, 1, 2, 0, 1, 2, 2]
kreatin	0.1	0.53852	[0, 0, 0, 1, 0, 0, 0, 1, -1, 0]
kreatin	0.2	0.6	[0, 0, 0, 0, 0, 0, 0, 0, 0, 2]
menciptakan	1.2	1.249	[0, 0, 0, 0, 4, 1, 1, 2, 2, 2]
kreatinin	0.4	1.2	[0, 0, 0, 4, 0, 0, 0, 0, 0, 0]
penciptaan	1.1	0.83066	[2, 1, 1, 2, 0, 0, 0, 1, 2, 2]
kreasionisme	0.7	0.9	[2, 0, 0, 0, 0, 0, 2, 0, 2, 1]
kreasionisme	1.1	1.37477	[2, 4, 0, 3, 0, 0, 1, 1, 0, 0]
kreasionis	0.8	0.9798	[2, 0, 0, 0, 0, 0, 2, 0, 2, 2]
kreasionis	0.5	0.67082	[0, 0, 0, 1, 1, 0, 2, 0, 1, 0]
kreasi	1.6	0.91652	[3, 2, 1, 1, 1, 3, 1, 2, 2, 0]
kreatif	1.9	0.53852	[2, 1, 2, 2, 2, 1, 3, 2, 2, 2]
secara kreatif	1.5	0.80623	[2, 2, 1, 0, 2, 2, 2, 0, 2, 2]
kreativitas	1.8	1.07703	[3, 2, 1, 0, 2, 2, 2, 0, 3, 3]
kreativitas	1.7	1.00499	[2, 2, 1, 0, 3, 2, 2, 0, 2, 3]
kreativitas	1.6	0.8	[2, 1, 2, 2, 3, 2, 0, 2, 1, 1]
kredit	1.6	0.91652	[1, 1, 0, 2, 3, 3, 2, 2, 1, 1]
kredibilitas	1.4	1.28062	[0, 3, -1, 2, 2, 2, 1, 2, 0, 3]
kredibilitas	1.9	1.3	[3, 0, 4, 0, 1, 1, 3, 2, 2, 3]
dapat dikreditkan	1.8	0.6	[2, 1, 1, 1, 2, 2, 3, 2, 2, 2]
kredibilitas	1.2	0.74833	[1, 1, 1, 3, 2, 1, 0, 1, 1, 1]
secara kredit	1.7	0.78102	[3, 1, 1, 0, 2, 2, 2, 2, 2, 2]
dikreditkan	1.5	1.11803	[1, 1, 1, 0, 3, 2, 0, 3, 1, 3]
mengkredit	0.6	0.4899	[1, 0, 0, 0, 1, 1, 1, 0, 1, 1]
kreditor	-0.1	1.44568	[-2, -1, 1, -2, -1, 1, 2, -1, 2, 0]
kredit	1.5	1.0247	[2, -1, 2, 0, 2, 2, 2, 2, 2, 2]
kelayakan kredit	1.9	1.3	[4, 0, 3, 1, 2, 1, 4, 2, 1, 1]
layak mendapat kredit	2.4	0.66332	[3, 3, 3, 1, 2, 3, 3, 2, 2, 2]
kecewa	-2.5	0.67082	[-2, -3, -3, -2, -3, -2, -4, -2, -2, -2]
menangis	-1.6	0.8	[-1, -3, -1, -2, -2, -2, 0, -2, -1, -2]
menangis	-1.7	0.64031	[-1, -3, -1, -2, -2, -2, -1, -2, -1, -2]
kejahatan	-2.5	0.80623	[-3, -3, -4, -2, -2, -1, -2, -2, -3, -3]
pidana	-2.4	0.91652	[-3, -2, -4, -3, -1, -2, -3, -2, -1, -3]
penjahat	-2.7	0.9	[-2, -2, -1, -3, -3, -4, -4, -3, -2, -3]
krisis	-3.1	0.7	[-3, -2, -4, -3, -3, -2, -4, -4, -3, -3]
pengkritik	-1.1	0.53852	[-1, 0, -2, -1, -1, -1, -1, -1, -2, -1]
kritis	-1.3	0.78102	[-2, 0, -1, -1, -1, -2, -1, -3, -1, -1]
mengkritik	-1.9	0.53852	[-2, -1, -2, -2, -2, -2, -3, -1, -2, -2]
dikritik	-1.8	0.4	[-2, -2, -1, -2, -2, -2, -1, -2, -2, -2]
mengkritik	-1.3	1.26886	[-2, -1, -1, -1, 2, -1, -3, -2, -2, -2]
mengkritik	-1.7	0.78102	[-1, -1, -1, -3, -1, -2, -2, -2, -1, -3]
kritik	-1.9	0.53852	[-2, -1, -2, -2, -2, -2, -3, -1, -2, -2]
kritik	-0.9	1.37477	[-1, -1, 1, -1, -2, -2, -1, -3, 2, -1]
dapat dikritik	-1	0.63246	[-1, -2, 0, -1, -2, -1, 0, -1, -1, -1]
mengkritik	-1.6	1.0198	[-2, -1, 0, -2, -1, -3, 0, -3, -2, -2]
dikritik	-1.5	0.92195	[-1, -2, -3, -1, -1, -1, -3, -1, -2, 0]
pengkritik	-1.5	0.67082	[-1, -2, -2, -1, -1, -1, -3, -1, -2, -1]
pengkritik	-1.6	0.4899	[-1, -1, -1, -2, -2, -2, -1, -2, -2, -2]
mengkritik	-1.4	0.66332	[-1, -1, -2, -1, -1, -1, -3, -1, -2, -1]
mengkritik	-1.5	0.67082	[-1, -1, -1, -2, -2, -1, -2, -1, -3, -1]
kritikus	-1.2	0.6	[-2, 0, -1, -1, -1, -1, -2, -1, -2, -1]
mentah	-2.7	0.64031	[-2, -2, -3, -4, -2, -3, -3, -2, -3, -3]
dengan kasar	-1.2	0.4	[-1, -2, -2, -1, -1, -1, -1, -1, -1, -1]
kekasaran	-2	0.7746	[-3, -1, -1, -1, -3, -2, -3, -2, -2, -2]
kekasaran	-2	1	[-3, -1, -1, -2, -4, -1, -1, -2, -2, -3]
lebih kasar	-2	0.89443	[-3, -2, -2, -1, -1, -2, -2, -1, -4, -2]
minyak mentah	-1.1	0.83066	[-2, -1, -1, -1, 0, 0, -1, -1, -3, -1]
paling kasar	-2.4	1.0198	[-2, -1, -3, -3, -2, -1, -4, -4, -2, -2]
kejam	-2.8	1.16619	[-2, -4, -1, -4, -1, -4, -2, -3, -3, -4]
lebih kejam	-2.3	0.45826	[-2, -3, -2, -2, -2, -3, -2, -2, -3, -2]
paling kejam	-2.6	0.8	[-4, -3, -2, -4, -2, -2, -2, -2, -2, -3]
lebih kejam	-2.4	0.4899	[-2, -3, -3, -3, -2, -2, -3, -2, -2, -2]
paling kejam	-2.9	1.04403	[-2, -3, -4, -4, -4, -3, -1, -2, -2, -4]
dengan kejam	-2.8	0.4	[-3, -3, -3, -3, -3, -3, -2, -2, -3, -3]
kekejaman	-2.9	0.3	[-3, -3, -3, -3, -3, -3, -3, -3, -2, -3]
kekejaman	-2.3	1.00499	[-4, -3, -2, -1, -2, -2, -1, -4, -2, -2]
kekejaman	-2.9	0.83066	[-3, -3, -3, -3, -4, -3, -1, -3, -4, -2]
menghancurkan	-0.6	1.11355	[0, 0, 0, -1, 1, 0, -2, -3, -1, 0]
hancur	-1.8	0.6	[-2, -2, -2, -1, -2, -1, -1, -3, -2, -2]
meremukkan	-1.9	0.53852	[-2, -2, -2, -2, -2, -1, -1, -3, -2, -2]
penumpasan	-1.5	1.85742	[-2, -3, -1, -3, 2, -2, -2, -3, 2, -3]
menangis	-2.1	0.53852	[-2, -2, -2, -1, -2, -2, -3, -3, -2, -2]
menangis	-2.1	0.7	[-3, -1, -2, -2, -3, -2, -3, -2, -1, -2]
vagina	-2.2	2.08806	[-4, -1, -4, -2, 2, -4, -4, -3, 1, -3]
vagina	-2.9	1.44568	[-3, -4, -3, -4, -4, -4, -3, 1, -3, -2]
penasaran	1.3	0.78102	[0, 1, 0, 2, 2, 2, 1, 1, 2, 2]
menyumpahi	-2.5	0.67082	[-3, -3, -4, -2, -2, -3, -2, -2, -2, -2]
memotong	-1.1	0.53852	[-2, -1, -1, -1, 0, -1, -1, -1, -2, -1]
imut-imut	2	0.63246	[1, 3, 1, 2, 2, 2, 2, 3, 2, 2]
dengan manis	1.3	1.00499	[3, 1, 1, 2, 2, 1, 1, 2, -1, 1]
kelucuan	2.3	0.45826	[2, 2, 2, 3, 2, 3, 3, 2, 2, 2]
kelucuan	1.9	0.53852	[1, 2, 2, 1, 3, 2, 2, 2, 2, 2]
lebih manis	2.3	0.9	[1, 2, 3, 4, 1, 2, 2, 3, 3, 2]
lucu	1.8	0.87178	[1, 2, 3, 0, 1, 2, 2, 2, 3, 2]
imut	1	1.18322	[2, 2, 1, 1, 0, 2, 2, -1, 2, -1]
lebih manis	1.5	1.20416	[3, -1, 2, 1, 1, 2, 2, 3, 0, 2]
paling lucu	2.2	1.4	[3, 3, 4, 2, 2, 4, 2, -1, 2, 1]
paling lucu	2.8	0.87178	[2, 3, 3, 4, 4, 3, 1, 3, 2, 3]
imut	2.1	0.83066	[2, 1, 2, 2, 4, 3, 1, 2, 2, 2]
imut	2.1	1.04403	[1, 2, 3, 4, 1, 1, 3, 2, 3, 1]
imut	1.5	1.0247	[3, 2, 2, 0, 1, 2, 1, 1, 3, 0]
manis	1.5	0.80623	[3, 1, 1, 2, 1, 1, 1, 3, 1, 1]
manis	2	1.09545	[3, 1, 2, 4, 0, 2, 1, 3, 2, 2]
imut	2.2	0.6	[3, 2, 2, 2, 3, 1, 2, 2, 3, 2]
pemotongan	-1.2	0.6	[-1, -2, -1, 0, -1, -1, -2, -2, -1, -1]
pemotongan	-0.5	0.67082	[0, -1, 0, 0, 0, -1, -1, -2, 0, 0]
sinis	-1.4	0.8	[-1, -2, -1, 0, -2, -3, -1, -1, -1, -2]
sinis	-1.6	0.66332	[-1, -1, -2, -2, -1, -1, -2, -2, -1, -3]
secara sinis	-1.3	1.00499	[-2, -1, -1, -1, -3, -2, -1, -2, 1, -1]
sinisme	-1.7	0.64031	[-2, -3, -1, -1, -2, -1, -2, -1, -2, -2]
sinisme	-1.7	0.78102	[-1, -1, -3, -1, -2, -3, -1, -2, -2, -1]
sinis	-0.3	1.1	[-1, 0, -2, 0, 0, -1, 1, -1, 2, -1]
D-:	1.6	0.66332	[1, 1, 1, 2, 2, 3, 1, 1, 2, 2]
D:	1.2	0.87178	[1, 1, 1, 2, 1, 1, 2, 2, -1, 2]
d=	1.5	0.67082	[1, 1, 1, 2, 3, 2, 1, 1, 1, 2]
kerusakan	-2.2	0.4	[-2, -3, -2, -2, -3, -2, -2, -2, -2, -2]
rusak	-1.9	0.53852	[-2, -2, -2, -1, -2, -1, -2, -2, -3, -2]
perusak	-1.9	0.53852	[-2, -2, -2, -2, -2, -1, -2, -2, -3, -1]
perusak	-2	0.63246	[-2, -3, -1, -2, -2, -1, -3, -2, -2, -2]
ganti rugi	-1.9	1.04403	[-1, 0, -2, -2, -2, -4, -2, -1, -3, -2]
merusak	-2.3	0.9	[-4, -1, -2, -4, -2, -2, -2, -2, -2, -2]
secara merusak	-2	0.7746	[-2, -2, -2, -2, -1, -3, -3, -1, -3, -1]
berengsek	-1.7	0.64031	[-2, -1, -2, -1, -1, -3, -1, -2, -2, -2]
terkutuk	-1.7	0.45826	[-2, -1, -2, -2, -1, -2, -1, -2, -2, -2]
kekusutan	-1.8	0.74833	[-2, -2, -2, -2, -1, -2, -2, 0, -3, -2]
sangat	-1.7	0.45826	[-2, -1, -2, -2, -1, -2, -1, -2, -2, -2]
kutukan	-2.6	1.0198	[-3, -2, -3, -4, -4, -3, -1, -2, -1, -3]
kutukan	-1.4	1.11355	[-2, -1, -2, -3, -2, 0, -1, 1, -2, -2]
yg dikutuk	-2.6	1.42829	[-4, -1, -4, -2, -1, -3, -3, 0, -4, -4]
terkutuk	-1.6	0.66332	[-1, -1, -3, -1, -2, -2, -1, -2, -1, -2]
terkutuk	-0.5	1.5	[1, 0, 0, 0, -1, -1, 0, 2, -3, -3]
terkutuk	-2.8	0.9798	[-1, -3, -3, -2, -2, -3, -4, -4, -2, -4]
sangat buruk	-1.8	0.87178	[-2, -2, -1, -2, -3, -2, -2, 0, -1, -3]
menyakiti hati	-2.2	0.74833	[-2, -2, -4, -2, -3, -2, -1, -2, -2, -2]
sangat buruk	-2.4	0.66332	[-3, -1, -2, -2, -2, -2, -3, -3, -3, -3]
memberatkan	-1.4	0.8	[-1, -3, -1, -1, -1, -1, -3, -1, -1, -1]
sangat	-2	1.61245	[-3, -2, -1, -4, -3, -3, -3, -2, 2, -1]
brengsek	-2.4	1.0198	[-3, -3, -2, -2, -3, -2, -4, -2, 0, -3]
sialan	-2.2	0.74833	[-2, -3, -2, -1, -3, -2, -1, -2, -3, -3]
bahaya	-2.4	0.91652	[-3, -1, -2, -3, -3, -3, -2, -1, -2, -4]
berbahaya	-2.4	0.66332	[-3, -3, -2, -3, -3, -2, -1, -2, -3, -2]
berbahaya	-2.5	0.80623	[-1, -2, -2, -3, -4, -3, -3, -2, -2, -3]
berbahaya	-2.1	0.3	[-2, -3, -2, -2, -2, -2, -2, -2, -2, -2]
berbahaya	-2	0.44721	[-2, -2, -2, -1, -2, -3, -2, -2, -2, -2]
bahaya	-2	0.44721	[-2, -3, -2, -1, -2, -2, -2, -2, -2, -2]
bahaya	-2.2	0.87178	[-1, -1, -2, -4, -2, -3, -3, -2, -2, -2]
pemberani	0.5	0.92195	[0, 1, -1, 2, 0, 0, 1, 0, 0, 2]
berani	1.5	1.5	[3, 0, 1, 1, 2, -2, 3, 2, 2, 3]
dengan berani	2.1	0.7	[3, 1, 2, 1, 3, 2, 2, 3, 2, 2]
keberanian	1.4	0.8	[0, 2, 1, 3, 1, 2, 2, 1, 1, 1]
keberanian	0.4	0.91652	[0, 1, 1, 1, 0, 1, 0, 1, -2, 1]
paling gelap	-2.2	0.6	[-3, -3, -2, -2, -3, -2, -1, -2, -2, -2]
kegelapan	-1	0.44721	[-2, -1, -1, -1, -1, 0, -1, -1, -1, -1]
Sayang	2.8	0.6	[3, 3, 2, 2, 3, 3, 4, 2, 3, 3]
sayang	1.6	0.66332	[1, 1, 2, 3, 1, 1, 2, 2, 2, 1]
sayang	2.3	0.45826	[3, 3, 2, 2, 2, 2, 2, 2, 3, 2]
sayang	2.2	0.4	[3, 2, 2, 2, 2, 2, 2, 2, 3, 2]
gigih	2.3	0.78102	[3, 3, 2, 1, 3, 3, 2, 1, 2, 3]
linglung	-0.7	0.78102	[-1, 0, -1, -1, 1, -1, -1, 0, -1, -2]
linglung	-0.7	0.64031	[0, -1, -1, 0, -1, -1, 0, -1, 0, -2]
dengan bingung	-0.4	1.0198	[-1, -1, -1, -1, -1, 2, -1, 1, 0, -1]
kebingungan	-0.5	1.11803	[-1, 2, 0, -1, -1, -1, 1, -2, -1, -1]
linglung	-0.3	0.78102	[0, -1, 0, 0, 0, -1, 0, 1, 0, -2]
mati	-3.3	1.00499	[-4, -4, -1, -4, -4, -3, -4, -2, -3, -4]
jalan buntu	-1.4	0.8	[-2, -2, -1, -3, -1, 0, -2, -1, -1, -1]
memekakkan telinga	-1.2	1.6	[-4, -2, 0, -3, 1, -2, 1, -2, -1, 0]
Sayang	1.6	1.35647	[3, 3, 2, 2, 2, 2, 1, -2, 1, 2]
lebih sayang	1.9	0.7	[2, 2, 1, 2, 1, 1, 2, 3, 2, 3]
tersayang	2.6	0.8	[1, 2, 3, 3, 2, 2, 3, 3, 4, 3]
sayang	2.2	0.6	[2, 2, 2, 3, 2, 1, 3, 2, 3, 2]
sayang	1	1	[0, 1, 2, -1, 1, 1, 1, 1, 1, 3]
sayang sekali	1.8	1.07703	[3, 4, 2, 1, 1, 0, 1, 2, 2, 2]
sayang	2	0.7746	[1, 1, 2, 3, 2, 2, 2, 3, 1, 3]
sayang	1.9	0.83066	[3, 2, 2, 2, 1, 2, 2, 2, 0, 3]
kelangkaan	-2.3	1.00499	[-2, -2, -1, -4, -2, -1, -2, -4, -3, -2]
kelangkaan	-0.9	0.7	[0, -1, 0, -1, -2, -1, -2, 0, -1, -1]
kekasih	1.9	0.83066	[3, 2, 2, 1, 2, 2, 3, 2, 0, 2]
kematian	-2.9	1.04403	[-3, -4, -4, -3, -3, -1, -1, -4, -3, -3]
ramah	0.8	1.72047	[1, -1, -1, -3, 2, 2, 2, 2, 2, 2]
utang	-1.5	1.0247	[-2, -1, -2, -3, 1, -2, -2, -1, -1, -2]
membusuk	-1.7	0.45826	[-2, -2, -2, -1, -2, -1, -1, -2, -2, -2]
busuk	-1.6	0.91652	[-2, -2, -2, -2, -2, 1, -1, -2, -2, -2]
pembusukan	-1.6	0.4899	[-2, -2, -2, -1, -2, -1, -1, -1, -2, -2]
pembusukan	-1.6	0.4899	[-2, -1, -1, -2, -1, -2, -2, -2, -1, -2]
pembusukan	-1.7	0.64031	[-1, -1, -2, -2, -1, -2, -3, -2, -2, -1]
membusuk	-1.7	0.45826	[-2, -1, -2, -2, -1, -2, -1, -2, -2, -2]
penipuan	-2	1.34164	[-3, -2, -2, -3, -3, 0, 1, -2, -3, -3]
bohong	-1.9	1.22066	[-3, -2, -2, -3, -1, -3, -1, -3, -2, 1]
menipu	-1.7	0.64031	[-1, -2, -2, -1, -2, -1, -1, -3, -2, -2]
ditipu	-1.9	1.3	[1, -3, -3, -1, -1, -2, -2, -2, -4, -2]
menipu	-1.6	1.56205	[-1, 2, -2, -2, -3, -2, 0, -2, -4, -2]
menipu	-1.4	1.68523	[-3, -2, -2, -2, -1, -1, 1, -4, 2, -2]
tipu muslihat	-1.9	1.04403	[-1, -2, -2, -4, -2, 0, -2, -1, -3, -2]
penentu	0.9	0.83066	[2, 2, 0, 1, -1, 1, 1, 1, 1, 1]
berdedikasi	2	0.44721	[2, 2, 2, 2, 2, 2, 2, 1, 3, 2]
mengalahkan	-2	1.67332	[0, -4, -3, -4, -2, -1, -2, -1, 1, -4]
dikalahkan	-2.1	0.83066	[-1, -2, -1, -2, -3, -2, -2, -2, -2, -4]
pengalah	-1.4	0.8	[-2, -1, -1, -3, -2, -1, -2, -1, 0, -1]
pengalah	-0.9	0.9434	[-2, 0, -1, -2, -2, -1, 0, -1, 1, -1]
mengalahkan	-1.6	0.66332	[-2, -2, -1, -1, -1, -1, -2, -2, -3, -1]
sikap menyerah	-1.3	1.00499	[-1, -2, -2, -1, -1, -3, 1, -2, -1, -1]
pengalah	-1.7	0.9	[0, -1, -2, -3, -1, -2, -1, -3, -2, -2]
pengalah	-2.1	0.9434	[-3, -2, -1, -2, -2, -1, -3, -4, -1, -2]
kekalahan	-1.3	1.1	[-1, 0, -1, -2, -1, -2, -3, 1, -2, -2]
memutarbalikkan	-1.9	1.22066	[1, -2, -2, -2, -2, -1, -2, -3, -4, -2]
kekalahan	-1.5	1.20416	[-3, -2, -3, 0, -1, -1, -2, 0, -3, 0]
cacat	-1.4	0.8	[-2, -1, -2, -1, 0, -2, -3, -1, -1, -1]
membelot	-1.7	0.64031	[-3, -2, -2, -2, -1, -1, -1, -2, -1, -2]
membelot	-1.8	0.6	[-2, -1, -2, -2, -2, -1, -3, -1, -2, -2]
penyeberangan	-1.4	0.66332	[-1, -2, -1, -2, 0, -1, -2, -2, -2, -1]
pembelotan	-1.5	0.67082	[-2, -2, -2, -1, 0, -1, -2, -2, -1, -2]
cacat	-1.9	0.53852	[-2, -1, -2, -3, -2, -2, -2, -2, -1, -2]
secara cacat	-2.1	0.83066	[-1, -3, -2, -1, -3, -2, -1, -3, -2, -3]
cacat	-1.8	0.74833	[-1, -1, -2, -2, -2, -3, -1, -1, -2, -3]
cacat	-1.8	0.74833	[-3, -3, -1, -2, -2, -1, -2, -1, -1, -2]
penyeberang	-1.9	0.53852	[-2, -3, -2, -2, -1, -2, -1, -2, -2, -2]
pembelot	-1.3	1.26886	[-2, -1, -2, 0, -1, -1, -2, -4, 1, -1]
cacat	-1.7	0.9	[-1, -2, -1, 0, -2, -3, -2, -2, -1, -3]
pertahanan	0.4	0.91652	[0, 0, 0, 1, 0, 0, 0, 2, 2, -1]
petugas pertahanan	0.4	1.11355	[3, 0, 0, 0, 0, -1, 2, 0, 0, 0]
anggota pertahanan	0.6	0.91652	[0, 0, 0, 2, 0, 2, 0, 2, 0, 0]
pertahanan	-0.2	1.16619	[0, 0, 0, 1, -2, -1, 0, -2, 0, 2]
pembela	0.4	1.0198	[0, 0, 2, 1, -1, 2, 0, 1, -1, 0]
pembela	0.3	0.78102	[0, 1, 1, 0, 0, 0, 0, -1, 2, 0]
pertahanan	0.5	0.67082	[0, 1, 0, 1, 2, 1, 0, 0, 0, 0]
tak berdaya	-1.4	0.8	[0, -1, -1, -2, -1, -1, -3, -1, -2, -2]
tanpa pertahanan	-1.1	0.9434	[-2, -2, -2, -1, 0, -1, 1, -1, -1, -2]
ketidakberdayaan	-1.3	1.18743	[-3, -1, -3, 0, -2, -1, -1, -2, 1, -1]
petugas pertahanan	0.1	1.13578	[2, 0, 0, 0, 0, 0, -1, 0, 2, -2]
anggota pertahanan	-0.4	0.66332	[0, 0, -2, 0, -1, -1, 0, 0, 0, 0]
pertahanan	0.7	1.41774	[3, 0, 2, 0, -1, 1, -2, 1, 1, 2]
pertahanan	0.4	1.56205	[1, -2, 1, 0, 4, 0, -1, 1, -1, 1]
dapat dipertahankan	0.8	0.87178	[0, 2, 0, 0, 1, 0, 2, 0, 2, 1]
dapat dipertahankan	0.1	1.13578	[0, -1, 0, 0, -1, 0, 3, 0, -1, 1]
defensif	0.1	1.13578	[2, -1, 0, -1, 2, 0, -1, 1, 0, -1]
secara defensif	-0.6	0.91652	[1, 1, -1, -1, -1, -1, -2, -1, 0, -1]
sikap defensif	-0.4	1.11355	[2, -1, -1, -1, -1, 0, 0, 1, -2, -1]
defensif	-0.3	1.00499	[-1, 0, 0, -1, 0, -1, 0, -2, 2, 0]
menunda	-1.2	0.6	[-1, -2, -1, 0, -1, -2, -2, -1, -1, -1]
menunda	-0.7	0.64031	[0, 0, -2, -1, -1, -1, -1, 0, -1, 0]
menantang	-0.9	1.44568	[-1, -2, -1, 2, 1, -2, 0, -1, -3, -2]
defisit	-1.7	0.78102	[-3, -3, -2, -1, -2, -2, -1, -1, -1, -1]
pasti	1.1	0.7	[2, 1, 0, 1, 0, 1, 1, 2, 2, 1]
tentu saja	1.7	0.64031	[2, 2, 2, 2, 2, 1, 2, 2, 0, 2]
mudah terurai	-1	1.26491	[-1, -2, 0, -2, 0, -1, -2, -2, 2, -2]
degradasi	-2.4	1.0198	[-4, -3, -3, -3, -3, -2, -2, -2, 0, -2]
degradasi	-1.5	0.67082	[-2, -1, -3, -1, -2, -2, -1, -1, -1, -1]
bersifat degradasi	-2	0.63246	[-2, -1, -3, -2, -2, -2, -1, -2, -3, -2]
menurunkan	-1.9	0.7	[-3, -2, -1, -3, -1, -2, -2, -2, -1, -2]
terdegradasi	-1.8	0.87178	[-2, -3, -1, 0, -2, -1, -2, -2, -3, -2]
pengurai	-2	0.63246	[-2, -3, -1, -1, -2, -2, -3, -2, -2, -2]
pengurai	-2	0.63246	[-2, -3, -1, -2, -2, -2, -3, -2, -1, -2]
menurun	-2.1	0.83066	[-3, -1, -3, -3, -2, -3, -1, -1, -2, -2]
merendahkan	-2.8	0.87178	[-3, -3, -2, -3, -4, -2, -3, -4, -3, -1]
merendahkan	-2.7	0.64031	[-3, -2, -3, -4, -2, -3, -3, -2, -3, -2]
